Age,Income,Credit_History_Years,Debt_to_Income_Ratio,Employment_Years,Education_Level,Marital_Status,Number_of_Dependents,Outstanding_Debt,Home_Ownership,Number_of_Credit_Cards,Monthly_Expenses,Employment_Status,Previous_Defaults,Credit_Limit,Loan_Amount,Loan_Term_Months,Credit_Score
21,79003,2.990701097221139,0.7878984192399298,10,1,0,4,47255,0,5,9220,3,2,27351,32673,90,592
37,100876,12.961324590837963,0.6609358563932609,10,4,0,1,25633,0,7,7834,0,2,9998,14930,57,708
27,66668,2.266047622460082,0.9562169584605281,37,3,1,4,26695,1,9,1739,1,0,14268,25044,20,344
40,75175,27.294340690669827,0.8642263592383187,11,1,0,0,15,2,2,1026,0,2,27076,43064,96,750
58,67738,13.43700964715863,0.22897148783803511,8,4,0,3,37967,1,1,3886,2,1,23339,36401,66,428
51,73452,25.15698424313644,0.9135657962723019,21,4,1,0,5391,0,6,4592,2,1,20613,10782,82,503
63,88323,29.383933491165365,0.35959730110645916,37,3,1,2,47987,1,9,8767,0,0,14875,29119,80,330
65,66149,20.33337536460719,0.72654185136988,8,2,0,1,7026,0,3,1402,0,2,28168,25914,51,596
50,133893,27.0453227140252,0.8480103167764178,2,1,0,3,30177,1,6,4888,3,2,15348,15790,60,613
51,35839,4.061025615090071,0.4363704265143349,38,1,0,1,11347,2,8,9077,0,2,36993,14230,38,677
56,147508,24.899809375873076,0.051508546462383564,34,1,0,4,33933,0,7,6777,0,2,43900,26186,13,449
27,22155,8.136519996299276,0.9496614344916325,29,4,0,1,21113,2,1,5869,2,1,47923,39375,26,740
37,27019,14.177941165264826,0.07248005282435932,25,3,0,0,30522,2,9,8646,0,2,33890,27313,70,371
18,74512,19.397479472829968,0.348109591164924,7,3,1,0,2749,0,5,9212,0,2,43432,18171,15,405
30,81690,27.10630777605641,0.5964472977716597,31,4,0,1,39641,2,2,5886,3,1,38357,7095,74,835
18,106150,27.329814027892258,0.11753670763743307,21,1,0,4,10689,0,1,6670,3,2,7937,15926,84,356
22,146041,2.76307131425535,0.838206326589268,7,1,1,4,40636,0,9,8685,2,1,7906,40373,96,483
33,46190,10.936664664631751,0.2034221557764484,1,3,1,3,43224,1,2,3368,3,0,17328,46513,30,607
32,125911,23.795256200526502,0.9860036633090774,13,2,0,0,40210,0,6,7801,2,1,8223,39992,42,741
66,30928,21.094706676966762,0.9164334405650841,4,4,0,1,15853,1,5,5898,2,1,48338,30205,97,409
45,68425,0.7905733506248402,0.6045560872178634,12,2,1,3,31615,0,8,6482,2,1,5734,30030,65,396
48,94134,13.496682151708493,0.6600100892873799,22,1,0,2,41680,2,2,2582,0,1,32211,19840,23,456
40,129875,24.87759285370853,0.5336064680086736,12,4,1,3,18973,1,2,2602,1,0,32097,8637,65,719
65,106117,22.130533120013183,0.3911039686328326,18,4,0,2,30804,0,7,9401,2,0,32348,28186,46,763
62,144264,12.35549376996968,0.3517080970739177,23,2,1,2,29987,0,2,1548,0,0,42729,12978,89,322
60,68974,22.054833670402665,0.8916549067402622,34,4,1,3,2727,2,3,6621,3,0,45484,32722,104,637
34,130191,16.536321274098196,0.5766197261137679,13,3,1,0,17069,0,9,1987,3,0,36746,36336,64,765
66,67796,27.378869942048595,0.8232937322133719,3,2,0,3,20936,2,9,3319,1,1,12128,46043,75,669
51,68743,17.61381523201631,0.5140710438727184,25,3,1,3,21713,1,7,4986,3,1,39053,14080,27,337
30,132143,12.022025363831045,0.3070249222420519,9,1,0,0,2775,2,2,2239,0,2,14516,11433,72,394
31,99455,25.88761873704703,0.09175947662971984,37,2,0,0,36950,0,6,9211,3,0,6366,46385,119,508
28,123716,1.496065269199227,0.32369680300831727,37,4,1,0,6585,2,4,4931,1,2,18862,32122,43,564
45,90035,27.0153193091243,0.8801175140650984,33,2,0,0,38219,2,8,8316,2,1,15628,18904,19,459
59,57677,20.89040443493356,0.7119611738837694,33,3,1,0,10977,2,0,6782,3,1,44139,45118,47,576
49,76321,28.218175812722336,0.7858299098710125,18,3,1,0,9881,0,3,2395,0,0,12146,34789,111,708
52,133782,7.515146073808751,0.7734342161005573,2,1,1,3,5316,0,2,6502,2,1,16109,32727,20,639
48,129398,20.84764093919584,0.11997241723147611,35,4,1,1,6230,2,8,7983,0,2,36090,23595,66,558
34,78973,24.283898007179836,0.15886056605782994,3,4,0,1,43185,1,6,6230,1,1,43993,37420,117,306
64,72414,21.063077393576304,0.3172392488340219,25,1,0,1,4973,0,4,2418,2,1,29351,19599,84,689
26,45602,6.310011068677952,0.3010287786679122,10,3,0,3,13902,1,9,8204,2,2,21662,7455,75,680
27,137677,8.267687042185308,0.06608103825573175,2,4,1,0,42527,0,0,1784,1,0,10030,31376,102,700
25,49692,17.00227045358021,0.15347150956920685,8,4,0,2,49337,2,7,8985,1,2,29911,49053,62,450
38,125958,13.402518080723084,0.8562302835667795,1,3,0,0,49727,2,0,2296,0,0,39369,6272,96,839
30,68750,22.05351565249585,0.5890448379817035,13,1,1,4,4428,2,0,8525,1,0,49678,30254,42,431
67,136912,11.360300743989614,0.3422829927796416,2,3,1,0,11134,1,2,2945,3,0,44347,40999,89,843
22,41760,25.784415655791676,0.5264778978633755,1,4,1,1,37096,1,0,6271,3,1,14241,41008,100,611
23,88456,12.957612151102506,0.26131339157828903,21,2,0,0,21874,1,2,7593,1,2,40971,15952,18,428
47,44085,1.2012384214437721,0.583842317347175,28,1,1,0,35680,2,4,7433,0,1,45700,35765,88,432
48,83964,0.5209222765483712,0.07463088323589862,32,2,0,4,42951,2,1,6343,3,2,37421,21481,13,683
34,42925,19.40227758253643,0.9026506989645513,35,3,1,2,44239,0,4,1087,2,1,38392,39834,110,601
28,25615,16.216593548454775,0.24044658468361468,9,1,1,2,11126,2,9,4312,0,0,26422,19484,66,438
37,57083,16.282339300688662,0.8190755019376128,37,1,0,1,12582,1,5,6887,2,2,11630,11655,20,764
65,140788,23.700270480853366,0.6599988663245172,20,1,0,2,19151,0,4,3509,1,2,46849,28418,23,721
26,130764,11.271607039191588,0.5230069424233339,30,3,0,1,37676,1,7,1313,0,2,32966,33826,64,583
19,88319,29.86340992784954,0.9297964607177956,34,1,1,3,28812,2,5,8291,0,1,14952,49634,86,701
54,29605,28.365903018295565,0.15681318032115366,2,1,0,4,38803,1,3,1381,3,0,29762,17932,27,724
18,131093,0.3888530147347413,0.11927747026899971,18,4,0,0,31801,2,1,6375,3,2,40737,49554,77,734
21,64608,26.872283045962686,0.32186013182343765,21,1,1,4,914,2,7,4327,3,0,42183,46640,48,519
53,148788,20.416489511103215,0.8302212265183548,19,4,0,2,43210,1,8,3131,0,1,20730,36650,17,500
42,39192,15.062710104481047,0.03520145619023474,35,1,1,0,33626,1,7,7927,3,2,45475,39131,118,432
20,23331,17.482424222821276,0.23940570730933997,18,3,1,4,17103,2,9,4983,1,1,46052,8197,60,672
26,71330,25.255720897929642,0.42470219168666756,3,1,1,4,29004,1,8,3689,1,1,41579,24587,22,497
39,117392,28.53112176219071,0.7129409885382083,31,1,0,1,16530,0,0,4287,1,2,28490,20510,27,799
40,69949,16.810008742093274,0.2993130676108403,7,3,0,3,22493,0,4,6839,1,1,37870,17496,82,437
29,88382,5.438743415657697,0.448112446230714,25,1,1,4,13622,2,2,9143,0,2,11443,45451,110,747
27,119233,19.192619514667946,0.3368504908711615,0,2,0,0,6906,0,3,8809,2,1,19476,15762,33,494
51,57586,2.2865690516574197,0.09206025472570234,25,1,1,3,3446,2,4,2786,2,1,16371,46088,71,525
60,72243,19.054162105046032,0.7386759848312535,8,1,1,3,38544,2,9,2775,2,2,5136,42877,19,312
27,120566,24.258354075806203,0.4613793964444831,34,4,1,0,41917,1,0,9195,0,0,10185,38953,17,601
47,144213,10.599943094576608,0.8125121195280964,17,4,1,3,23517,2,1,3253,2,1,18819,8168,46,424
39,78618,2.1355327276552103,0.6946929170541387,18,2,0,2,8156,0,7,4145,1,0,20895,25001,31,341
23,98311,20.766783852387185,0.05781520018952668,15,3,1,3,11067,1,9,6593,0,1,16736,7103,72,320
67,27549,10.179862505057374,0.5000759004962785,27,1,0,1,37761,0,5,2818,2,0,9932,25541,47,394
19,138168,7.472899556416549,0.9908556236153736,2,4,1,3,10289,0,8,9795,0,0,48167,32903,57,311
47,72494,20.67545276829726,0.30787026186594146,17,2,1,4,35823,0,1,5564,2,2,49637,14832,22,516
19,107973,29.087594067263847,0.4929581004896423,12,3,1,3,41026,2,5,3850,0,0,31573,9643,90,564
49,43958,22.359671322772126,0.6520324436740403,26,4,1,1,46995,1,8,5761,3,1,42365,32419,30,756
59,109779,14.740501216781265,0.2022656003798956,39,3,1,1,9216,2,0,3371,1,0,9624,7959,47,828
33,127713,18.015321672724443,0.7025072103650418,38,2,1,3,2180,1,9,1956,3,1,15441,41303,26,784
29,127960,4.268367260573665,0.6597766764416793,23,3,0,2,19808,1,9,5456,2,2,25833,19457,77,432
18,114520,24.396398570484237,0.3749604667194877,28,3,0,3,39293,1,7,6017,0,2,24411,45446,17,324
25,122478,18.128850318342565,0.2844392673130991,21,2,0,0,48038,2,3,3346,3,1,14163,28034,57,643
65,149203,28.97491193994052,0.919102701278099,25,3,0,1,9814,0,4,9308,3,2,37885,18433,23,613
67,141835,29.38450104869844,0.12702357269713704,19,2,0,3,37886,1,4,1881,1,1,16993,27506,53,335
30,57538,10.637600773212093,0.432030791312185,23,3,1,2,49219,1,3,2991,3,0,48895,42633,24,522
32,25833,29.656378065380128,0.7669836282221285,11,4,0,2,25448,0,2,2547,1,0,18514,45059,54,624
61,142893,28.705005843077707,0.14813709547538711,17,4,0,2,4192,0,2,7074,1,1,28689,17175,64,413
25,43386,19.194958914154082,0.9329275335409416,11,4,1,4,25049,0,4,1655,0,0,8272,27098,33,342
27,136981,10.003932853774687,0.5262524067645779,37,4,1,4,35613,2,0,9113,3,2,21154,6128,87,311
63,120349,22.60020662243307,0.5048156544871008,31,2,1,4,11008,0,3,2146,3,1,29201,5054,47,471
22,119341,8.137116940684075,0.424277410799312,22,3,1,0,41552,2,8,8061,0,0,13708,36450,106,432
67,91778,18.895316900237418,0.8674501914945482,3,2,0,0,22511,1,1,3527,3,0,42595,19310,17,455
36,114240,0.7374484139869208,0.9484414088137272,11,1,0,3,25906,0,0,7746,1,2,19985,38025,85,343
64,127955,18.857483896325206,0.3800680262177779,16,3,0,4,45891,1,8,4752,0,1,46443,32473,17,341
55,44832,28.548248542006853,0.5423936502500714,20,2,0,4,16969,1,9,2269,3,2,44213,34398,58,348
28,97857,7.05429128118659,0.31542313283215717,36,3,1,0,23727,0,6,9494,3,0,8130,5651,105,635
60,58930,23.345384601473327,0.36801676167135033,28,3,0,2,10548,2,4,4447,1,0,41659,42305,81,399
37,52407,8.802706497468048,0.02833356062258019,5,1,1,2,43366,1,7,5454,2,1,28294,44217,53,766
37,24073,21.235492461859245,0.7859354844104168,27,4,0,1,23329,1,7,8942,3,1,33935,47125,104,676
38,37667,20.999171096205764,0.969333140759046,7,3,1,3,28885,2,4,9540,1,0,37654,15000,65,569
35,36035,5.542132250714356,0.7695265518476871,30,3,1,3,30195,1,1,3175,0,1,24274,10959,90,549
67,26732,17.913837312630598,0.5182114207614579,19,1,0,4,19966,0,2,2808,3,1,31399,40422,81,679
27,75097,25.77506859339461,0.8275099931411147,15,2,0,0,17237,2,1,7898,3,2,32635,16314,77,589
51,23487,11.475992083186837,0.8578790430830735,12,4,0,3,134,0,5,5473,0,0,25793,22522,46,726
43,120488,21.308308540467376,0.5445226309282789,14,2,1,2,43046,0,1,4130,2,1,11086,43413,24,660
47,77702,20.232901057036393,0.9371574856798817,12,2,0,0,21284,0,2,7885,0,0,9646,46675,109,595
26,146671,7.725420054018111,0.030170193056990313,1,2,1,4,15798,1,3,4657,0,0,32642,37048,95,364
63,114961,27.5593067935711,0.010096009828537644,19,4,0,4,22798,1,1,1483,1,1,38151,16565,58,622
68,132194,16.90536252348819,0.08145936416467292,27,2,0,3,49874,2,0,7254,3,1,33349,15565,65,742
48,105107,10.658779704165724,0.05785771545345164,17,2,1,3,40804,1,6,8929,1,1,48438,31038,77,812
59,49075,4.930751271073102,0.42461098778220085,6,4,0,1,383,0,0,3571,3,2,25077,7160,53,750
21,127721,14.20375057259307,0.9403211039219868,20,4,0,3,612,2,9,6896,0,1,38650,8092,103,506
23,91031,21.903403137051,0.6752235499919363,38,1,0,3,21181,2,6,3538,1,2,33527,30081,50,333
31,104217,18.70920809312964,0.6594528612444567,8,2,0,2,4721,0,4,4047,1,2,24672,24029,41,551
21,34781,21.811576786582897,0.3848860423368796,9,1,0,2,13635,1,1,3847,3,1,48185,49497,22,667
43,59865,23.752822569011524,0.5337664561792362,30,3,1,0,40045,2,8,5334,2,1,37268,29844,103,397
64,28469,13.230142994683199,0.3041746965444232,12,1,1,3,32689,1,5,7072,0,1,49328,24622,111,649
65,65167,15.604985520728771,0.517837739402665,4,1,0,3,39996,2,6,1160,0,0,34772,9823,97,631
56,144866,29.592663347426715,0.7466609087147391,39,1,0,4,42776,0,8,4467,3,0,22576,15208,70,680
34,101738,29.041541874625967,0.5586924642532988,37,1,1,2,155,0,7,6314,2,0,30352,27868,92,791
36,39928,12.444513742765773,0.41887183922356286,35,2,1,4,29163,2,7,7067,1,2,32322,31266,45,721
68,96521,20.555385726194853,0.844922063927097,1,3,1,3,45777,0,2,3460,0,1,26235,32366,115,540
66,59599,8.027705349835584,0.2874428797947518,5,3,1,2,13039,0,7,6252,3,2,42400,41434,66,405
23,36775,4.580926369069452,0.48148692792446013,12,4,0,3,17399,0,3,3580,3,0,34191,44824,43,822
46,86504,23.052036678712007,0.9781472706382006,28,3,1,1,28962,1,6,6178,2,0,7598,49587,31,637
28,95918,13.085399082540729,0.9673216285226898,13,1,1,4,44265,2,5,5701,2,2,17258,16215,65,461
33,90687,5.3115841095005685,0.006284616660992226,29,4,0,2,7925,1,0,1787,0,1,30248,35813,14,422
47,46804,22.765437705616414,0.5322334089322533,24,1,0,2,7604,0,3,1231,1,1,39326,22446,115,583
42,129122,27.4551107938207,0.3369192588751594,39,2,0,3,41126,0,8,7052,1,0,16554,48245,22,570
57,52259,27.998205013732107,0.29122386974675996,34,2,0,3,1338,2,8,9009,0,2,35787,40954,98,523
28,145725,17.890011253878587,0.5962521786086805,36,3,1,0,38976,2,6,5289,1,2,7599,41948,84,508
24,106284,14.389233869246207,0.44630432319418434,6,1,1,0,38254,1,2,1996,2,0,6653,11028,96,603
43,105227,4.255997584854168,0.7328420815506413,37,1,1,4,31360,2,2,7658,3,0,23251,29064,77,804
39,117556,23.7836941276831,0.027134190362162913,17,1,1,2,49271,1,7,4989,2,0,41084,43025,62,780
42,63560,28.35969456300869,0.9268908465642467,7,4,1,3,23272,1,8,7506,0,2,20245,5202,65,765
36,47256,26.683812408521902,0.56759329212785,6,4,0,4,27629,2,2,7771,0,0,12461,18887,44,734
48,26125,22.553503633130124,0.6840667022149747,33,4,0,2,10258,2,7,6030,0,0,38375,27888,93,625
43,24370,0.13706587772328138,0.6045864747118083,35,3,1,3,25263,2,5,3899,3,0,21448,45465,44,426
59,24838,12.232526238220222,0.9891316063096304,9,3,1,0,5552,2,4,3669,0,1,12286,33849,104,312
58,134479,12.321425151054237,0.9862984412963813,39,1,1,2,14536,1,6,5078,3,1,6609,27490,27,722
53,77429,26.831046988791957,0.609891435005298,28,1,0,3,6925,2,1,3467,2,2,29407,43949,55,361
40,23134,1.96952150757145,0.6839632948230907,15,3,1,4,42050,0,0,5029,3,2,5583,13573,101,496
64,130995,15.936677516457797,0.6185698453701755,24,4,1,4,8307,0,1,3617,3,0,17970,10534,30,688
30,63199,4.084032117813515,0.31068092393958635,28,4,1,1,47098,2,1,3427,3,1,38809,12793,83,837
42,97092,19.868817427979167,0.1926135564729362,7,4,0,2,49856,0,3,1098,0,1,22530,11354,31,775
19,144925,23.767664645345427,0.4027631518135495,19,4,0,4,49476,1,1,6908,1,0,32709,13873,54,731
19,53822,19.25877635914894,0.6827568223016112,35,4,1,2,31446,0,3,6775,3,1,9858,11438,119,421
33,113513,23.837554230618775,0.05597735431240225,26,3,1,4,47187,2,3,5961,3,2,26956,39929,34,676
26,40113,18.224888931956407,0.5143052068109943,12,2,0,2,17453,0,0,6699,3,0,42082,49679,89,615
45,83594,5.6951733142462935,0.4083973274063898,25,2,0,2,39977,0,8,4373,1,1,13098,46032,38,778
30,116102,11.479905555071241,0.5274848412856187,24,2,0,2,45767,2,2,6526,0,1,24672,29565,32,547
52,22669,28.70606448591765,0.8602266330915478,27,1,0,1,8380,1,3,2060,0,0,10052,36037,15,421
58,69427,8.6452473833402,0.04761013755705823,8,1,1,0,33822,1,2,7719,1,1,46018,28482,26,329
30,101617,1.8858715279005,0.7636240493617018,25,4,0,2,1465,2,0,9271,0,2,49417,40953,84,601
48,32938,11.544899246866578,0.6669098919336266,11,1,0,0,19302,0,9,6849,0,2,43550,5813,48,590
38,25717,10.989213565323436,0.20384798097312085,25,3,0,0,27935,1,6,9409,1,1,32796,5306,68,754
49,97818,14.109264471972534,0.7341836695281027,21,2,0,0,19844,2,7,7163,3,0,32140,46318,101,483
51,67659,16.809102662436377,0.4963719468789578,0,3,0,4,7134,1,0,9095,1,0,6425,44007,63,481
25,127601,29.772697995212685,0.4810247956777449,11,3,1,3,18420,2,8,9766,2,0,26101,13356,85,714
58,84575,22.687018265580512,0.48307051494669184,23,3,1,0,17028,1,8,8756,1,2,9581,26864,21,575
65,99737,1.0767229277313095,0.9492340622512762,29,4,0,2,4165,2,0,9545,2,2,36258,44152,100,583
19,36289,21.38136984619538,0.9443645063367928,13,4,1,3,21310,1,7,5059,3,1,32004,12387,85,791
55,44406,24.72695245235275,0.9136080466852671,22,4,0,4,47625,2,3,3133,3,2,16058,27524,56,573
49,142688,26.86892216653159,0.8867420735450939,1,1,1,1,18157,0,2,9615,3,0,46883,23206,50,611
57,116822,12.720183087072037,0.03758809157106824,2,4,1,0,22205,2,6,6061,3,1,39814,16167,89,603
45,32873,9.408767043175486,0.40059492711214273,5,1,1,0,26407,0,1,1999,0,2,21088,8276,84,344
54,145812,25.179743781697145,0.8948770635256542,18,3,1,4,44133,2,2,5922,2,0,28184,33296,63,770
58,102048,23.328462280756163,0.7551265556609251,20,2,1,2,12008,0,8,6532,2,2,46344,24643,69,835
18,114463,16.08127349897477,0.45665980232840386,19,4,0,2,12718,2,4,4997,0,0,19394,8814,56,510
58,43461,3.5364835324545663,0.7732530372171661,20,1,0,3,6479,0,5,2750,1,0,23889,34814,18,445
27,40710,19.552840172043034,0.20818582581362077,39,1,1,3,21815,2,2,4423,0,1,38574,22619,46,476
21,105488,1.9700269929862257,0.5997992454427936,3,4,1,2,26395,1,2,9685,2,1,10941,48717,21,563
52,33448,3.011004140705017,0.5329982818916604,24,4,1,1,55,1,7,2206,1,0,15953,25883,38,645
27,35198,9.934207167756945,0.5735470220107426,6,3,0,2,29696,1,2,2794,1,0,28391,44088,14,309
64,93158,11.135264906041872,0.7217954199464544,6,1,1,1,39149,1,9,1169,2,2,24381,8477,69,309
28,126384,13.859221166708403,0.9498020912480771,32,2,1,4,42803,2,3,8462,2,2,13148,24058,85,441
31,87938,10.174288776562461,0.2640117679469772,25,3,0,1,21713,1,6,3418,2,1,49657,7710,94,623
55,70799,1.0136446630355789,0.7580507753666297,16,1,0,4,16445,2,8,7350,0,2,8601,11351,94,667
29,121860,4.722470532772008,0.6451409688105455,7,3,0,0,28390,0,2,6814,3,1,13109,42750,117,685
62,114003,3.4533589749610294,0.6951450674263296,25,3,0,2,45163,1,5,2696,1,1,45543,25442,63,423
34,54961,12.935507956978784,0.42891966501004,14,4,0,3,4265,1,2,5749,2,1,45815,39264,117,315
33,63007,6.363867815449936,0.9445785962633931,19,2,1,0,32942,1,2,8265,1,2,27943,14324,53,535
52,85470,8.806358786849003,0.4796562499875967,18,2,0,3,25717,1,5,5334,1,1,32723,41856,87,530
19,72256,14.147023900941786,0.12159178939911985,6,1,0,1,40740,2,0,7576,0,1,44805,35902,61,649
28,40739,7.06685579431584,0.6806929805515889,0,3,0,2,15900,1,0,6148,1,2,48204,45539,65,693
58,104054,7.377873131581779,0.12886911376252175,38,4,0,2,4867,1,3,3191,0,2,24827,40735,52,603
20,78186,24.99432532159706,0.32267500121432924,36,1,1,2,25054,2,2,8658,3,1,23907,21929,66,367
46,46547,16.442606041819488,0.22800567735781263,17,1,1,0,19997,0,6,6536,1,1,44323,14609,39,771
35,114472,25.702783547399903,0.5389343938906224,7,1,1,4,25166,2,6,8654,1,0,27236,5994,112,810
37,105823,15.435777456576313,0.3475038832282482,14,2,0,1,2638,0,3,7146,2,2,40057,23135,77,748
64,138301,27.277926972699646,0.1598532368367509,5,3,0,0,21151,0,6,7156,1,0,13417,40425,69,712
31,126887,7.642262144790046,0.7908143644177031,36,3,1,0,15004,2,3,6324,0,0,38589,38252,104,481
51,71431,18.50010100341603,0.4684916204381272,21,4,1,4,47216,1,7,5121,2,2,42517,29299,90,388
66,45476,15.096953215616365,0.4544490395884294,10,2,1,3,46890,2,3,8079,3,0,23087,27699,56,653
48,98411,27.56072780049579,0.8863629534042013,25,2,0,3,43092,1,1,1212,2,2,11351,24110,100,529
57,30686,12.554387335719934,0.53882436044413,7,1,1,2,28901,2,9,8462,0,0,37468,31921,95,518
59,37536,25.644714397997028,0.7098960958650233,8,4,0,0,6694,0,3,6293,3,2,29154,31729,33,675
35,54062,16.91712151817592,0.32806542763625424,12,1,0,4,1930,2,9,8889,3,0,32021,47029,63,663
47,68216,21.25628855581492,0.5612894904699116,2,4,0,4,43871,0,2,7602,3,2,28403,35347,38,691
42,45041,26.606792793586685,0.7264146863060654,2,4,0,3,9370,2,4,1880,2,1,40846,30103,14,518
36,51653,29.907192441143852,0.29647200331473333,6,2,1,4,18212,2,3,3176,0,0,20509,14782,77,746
25,41673,21.934186759431586,0.6885341486961611,2,2,0,3,31552,1,9,6442,0,2,38169,37214,56,446
45,30367,9.435658587533482,0.5687631638451323,10,3,0,3,8991,2,5,7084,0,1,44413,36808,70,426
25,39629,8.97035979876329,0.43419316317242007,27,3,0,0,1152,1,2,4551,2,2,24164,29617,22,811
48,140756,9.273114746758926,0.7129695616466126,30,3,0,1,26732,2,2,5817,2,2,19679,24013,20,555
20,131641,2.9372496089849474,0.31690436982446835,8,2,1,2,35511,0,3,7632,0,0,7439,15459,88,659
20,108636,1.6079667578660806,0.7145027467002218,26,1,1,1,33285,2,2,6228,2,1,20842,9100,45,673
61,92190,17.42528628971093,0.5511140740446504,11,4,0,4,6328,1,2,4047,2,1,5866,36144,32,588
39,45063,24.31765581665077,0.24560385512415228,7,4,1,1,14942,1,3,9211,1,1,33074,22416,114,404
34,39322,1.0840361944608057,0.6682754669740317,21,3,1,1,14349,2,9,1647,1,1,6251,16968,114,539
53,104546,16.999028892655215,0.8847643940374242,17,4,0,3,22596,0,7,7977,0,2,5805,33098,45,792
34,135637,11.152833636684877,0.31001399320533096,29,4,1,0,11965,2,6,5211,3,1,18897,26112,92,764
31,32693,26.774556076728555,0.8123318850233966,10,2,0,4,42581,1,0,9874,2,2,5950,20828,70,803
68,29241,4.361607866426587,0.3361303564068564,1,2,0,2,12029,2,3,3300,3,1,31289,6192,83,398
26,49778,16.902960150286372,0.821121238425679,28,4,1,3,4739,1,5,9436,0,1,43576,48775,77,518
47,122379,29.127621209843774,0.05115103874678861,25,1,0,2,46589,2,6,5215,3,0,17521,38987,69,849
38,32651,10.35098899395188,0.007215313875639007,13,3,1,0,22147,1,9,9393,2,1,28581,16104,101,424
29,45966,22.253307338805165,0.11326205126876798,27,4,1,1,39221,2,8,4845,3,0,29975,23286,56,529
54,29275,26.473534651202563,0.87394280777454,34,4,0,1,23616,2,0,6934,3,0,46573,24000,59,682
49,65606,5.586316874151862,0.5337218530596571,5,3,1,0,7868,2,0,9724,1,1,41950,41317,40,529
28,21658,29.77581540786012,0.5941012950852975,35,2,1,4,43952,0,1,8887,0,0,23254,38964,114,558
37,114499,24.281599951170907,0.8422054683609239,11,3,1,3,24990,1,3,9954,0,1,48717,12707,95,680
52,92468,4.1269277433761875,0.050645805141634526,33,1,0,1,36265,0,1,5111,1,2,31566,15616,86,572
64,34248,9.326541015445128,0.3871070425851345,5,4,1,0,433,0,6,1438,0,0,26198,13504,89,362
63,44437,18.74910115072031,0.6430903594490581,36,4,1,3,27926,0,9,1622,1,0,35658,39006,53,493
28,59727,26.547532878131776,0.40468016435687815,36,4,0,3,29645,2,7,3750,2,1,15548,26712,19,639
69,38201,5.845065677768323,0.032130200647456975,7,3,1,0,49378,1,0,1436,2,2,13623,37874,47,663
25,61150,21.93616747636485,0.6509436541689891,36,1,1,1,30928,1,9,1852,1,2,26886,9159,47,402
21,135148,8.119440396540623,0.3914012945727988,39,4,1,4,18235,0,7,9973,2,1,24732,33576,111,801
44,109891,24.16249351882994,0.019209001638560208,32,2,1,1,49207,0,9,2266,2,2,49424,7401,53,842
61,34999,20.503260818251,0.17051838365335859,30,1,1,1,15459,0,8,9305,1,1,27583,21333,91,733
57,140703,15.687271040058219,0.21758218283397057,33,1,0,1,26198,0,8,9818,0,2,34679,12067,62,743
55,26376,19.49597887227,0.5106158383546231,10,1,1,1,289,1,1,3884,1,2,29362,35030,35,810
64,71673,26.293357366014515,0.1863749010334016,35,1,0,2,15854,0,2,1227,1,2,37370,26845,117,405
47,23476,11.59277579539451,0.3613272724259746,3,2,0,0,7909,2,8,1852,2,2,34928,13862,107,840
61,137393,23.07750540468086,0.7506657635482328,16,1,0,4,13992,0,7,9983,3,1,30506,27925,12,349
65,89902,4.767163046264894,0.8077198893210598,15,2,1,4,20476,1,3,3134,3,1,24618,41626,28,432
65,134510,21.035566963257047,0.7954129807355762,29,3,1,2,14549,2,4,4289,1,1,34921,27177,107,528
44,111269,22.519720874151318,0.695082850405422,38,3,0,4,6953,1,3,9929,0,1,15843,44475,87,819
38,97994,13.289930902633657,0.5418123146048,4,3,1,2,17217,2,4,9833,2,0,37900,15462,25,841
69,82878,23.80866315898732,0.5506302942753012,39,3,1,2,27283,0,0,7158,3,1,43830,25132,92,338
37,118331,16.71310097633631,0.9533875597006877,36,2,0,4,9381,2,1,9321,3,1,21310,31580,32,611
21,40615,28.08823193008397,0.877868746080208,25,4,0,4,20260,1,1,9896,1,0,30800,13762,99,822
28,31164,3.3739930788409356,0.649784119668827,27,2,1,1,26404,2,4,9622,0,1,29134,40765,102,634
30,59316,3.9246427879554533,0.4684949437856726,18,3,0,2,29043,2,1,6978,0,1,8438,41127,89,381
26,88560,25.27282326133666,0.7290704157619966,20,4,1,3,38327,2,0,3287,1,2,22022,15579,67,488
21,49559,25.270838236990564,0.0627158975101374,27,4,0,0,11655,1,9,2075,0,2,34661,24877,32,807
29,82968,14.13674253624776,0.9446081966616318,18,4,1,1,40412,2,4,9312,0,1,21661,36653,28,464
26,86800,28.91886629616692,0.5475794956046893,35,4,1,2,24468,2,1,8443,0,0,43819,15372,30,595
30,29047,20.381679558801096,0.5027904542095192,10,1,1,1,40358,0,1,9001,3,0,19320,28303,115,429
65,64985,29.48559740286186,0.2908348265467413,18,3,0,1,7087,2,0,5158,2,1,32908,47618,18,705
43,92123,15.971861856039549,0.0033894947690875643,4,3,1,0,44689,0,9,3440,3,1,19126,14029,110,623
55,26577,6.048400327440468,0.061243192425916027,1,3,1,4,25150,2,2,3464,2,0,46265,18513,80,425
59,103171,13.331793810873918,0.26300845798337147,24,2,1,4,11986,1,1,5768,3,2,27967,42706,27,512
30,131100,29.414605258410432,0.5415462587052925,25,3,0,0,29576,2,6,2146,0,0,14068,39649,70,560
56,23870,11.112418590882225,0.08358031686521838,29,3,0,1,23866,2,7,7848,1,2,35163,15995,69,491
